Unnamed: 0,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps,fuel_slope,fuel_bias,deg_slope,deg_bias,lag_slope_mean,lag_bias_mean
2212,French Grand Prix,8,2019,Ferrari,HARD,LEC,2.0,88.965,Qualifying,27.0625,54.1375,37.840625,0.0,3.0,3.0,2.0,1.0,22.0,32.0,5.842,53,-0.0864444444444436,97.18566666666668,-0.0377115384615374,95.98168692307692,-0.0312269385856071,98.39028889164598
2213,French Grand Prix,8,2019,Ferrari,HARD,VET,2.0,89.506,Qualifying,27.05,54.01153846153846,37.87692307692308,0.0,7.0,5.0,2.0,1.0,26.0,26.0,5.842,53,-0.0864444444444436,97.18566666666668,-0.0504070175438583,96.47930877192978,-0.0440592780026978,96.23049784750334
2214,French Grand Prix,8,2019,Ferrari,MEDIUM,LEC,1.0,88.965,Qualifying,27.252380952380943,55.8095238095238,39.05714285714286,0.0,3.0,3.0,1.0,4.0,1.0,21.0,5.842,53,-0.0864444444444436,97.18566666666668,-0.0933464285714292,97.11654404761909,0.0051495129870115,98.50054929653682
2215,French Grand Prix,8,2019,Ferrari,MEDIUM,VET,1.0,89.506,Qualifying,27.252,55.78000000000001,38.828,0.0,7.0,5.0,1.0,4.0,1.0,25.0,5.842,53,-0.0864444444444436,97.18566666666668,-0.1007508771929808,97.43255087719292,-0.097048652882205,97.274547462406
2216,French Grand Prix,8,2019,Ferrari,SOFT,VET,3.0,89.506,Qualifying,26.7,53.35,37.7,0.0,7.0,5.0,3.0,1.0,52.0,2.0,5.842,53,-0.0864444444444436,97.18566666666668,-0.1007508771929808,97.43255087719292,-0.097048652882205,97.274547462406
2217,French Grand Prix,8,2019,Haas F1 Team,HARD,GRO,1.0,91.626,Qualifying,27.22903225806452,55.383870967741935,38.5516129032258,0.0,16.0,20.0,1.0,1.0,1.0,31.0,5.842,53,-0.0696666666666662,99.03733333333334,-0.0739970186335415,99.25245366459627,-0.0406812016244616,100.72914990922118
2218,French Grand Prix,8,2019,Haas F1 Team,HARD,MAG,2.0,91.166,Qualifying,27.119444444444447,54.33055555555556,37.76388888888889,0.0,15.0,17.0,2.0,1.0,17.0,36.0,5.842,53,0.0096666666666676,98.92033333333336,-0.0976201423097972,100.45563191023533,-0.0727378629040561,101.2554366812132
2219,French Grand Prix,8,2019,Haas F1 Team,MEDIUM,GRO,2.0,91.626,Qualifying,27.02142857142857,54.2,38.24285714285715,0.0,16.0,20.0,2.0,1.0,32.0,14.0,5.842,53,-0.0696666666666662,99.03733333333334,-0.1286000000000041,101.67500000000015,-0.0228500000000022,99.15040000000008
2220,French Grand Prix,8,2019,Haas F1 Team,MEDIUM,MAG,1.0,91.166,Qualifying,27.15625,56.0625,39.58125,0.0,15.0,17.0,1.0,1.0,1.0,16.0,5.842,53,0.0096666666666676,98.92033333333336,0.0070727272727254,98.76458181818178,0.0024113636363615,100.2681301948052
2221,French Grand Prix,8,2019,McLaren,HARD,NOR,2.0,89.418,Qualifying,27.129411764705885,54.30294117647059,37.744117647058815,0.0,5.0,9.0,2.0,1.0,19.0,34.0,5.842,53,-0.10974074074074,99.29822222222224,-0.0632413675213678,98.40455794871794,-0.0586298479835573,99.82741680427098
2222,French Grand Prix,8,2019,McLaren,HARD,SAI,2.0,89.522,Qualifying,27.08529411764706,54.28235294117648,37.811764705882354,0.0,6.0,6.0,2.0,1.0,20.0,34.0,5.842,53,-0.0521403508771927,98.35975438596488,-0.0841407692307697,99.06196692307694,-0.0736910683760687,98.73326243589744
2223,French Grand Prix,8,2019,McLaren,MEDIUM,NOR,1.0,89.418,Qualifying,27.16111111111111,55.85,39.45555555555555,0.0,5.0,9.0,1.0,6.0,1.0,18.0,5.842,53,-0.10974074074074,99.29822222222224,-0.1537566619915865,99.2128835904628,-0.0818025734200354,100.01264785583744
2224,French Grand Prix,8,2019,McLaren,MEDIUM,SAI,1.0,89.522,Qualifying,27.173684210526314,55.821052631578944,39.34736842105263,0.0,6.0,6.0,1.0,6.0,1.0,19.0,5.842,53,-0.0521403508771927,98.35975438596488,-0.1134450549450487,98.76468131868124,-0.1336008584683176,98.98878245457205
2225,French Grand Prix,8,2019,Mercedes,HARD,BOT,2.0,88.605,Qualifying,27.03666666666667,54.00333333333333,37.876666666666665,0.0,2.0,2.0,2.0,1.0,24.0,30.0,5.842,53,-0.079739130434784,96.78421739130437,0.0284634387351768,93.44056324110676,0.0115854139488697,95.84653974863215
2226,French Grand Prix,8,2019,Mercedes,HARD,HAM,2.0,88.319,Qualifying,27.027586206896554,54.0103448275862,37.90344827586206,0.0,1.0,1.0,2.0,1.0,25.0,29.0,5.842,53,-0.0782083333333323,96.574625,0.0005597402597394,94.3210632034632,0.0145115894974581,93.88081322228498
2227,French Grand Prix,8,2019,Mercedes,MEDIUM,BOT,1.0,88.605,Qualifying,27.260869565217387,55.80869565217391,38.96086956521739,0.0,2.0,2.0,1.0,6.0,1.0,23.0,5.842,53,-0.079739130434784,96.78421739130437,-0.0549874114870183,96.37490637293472,-0.028202496952299,97.78857956009372
2228,French Grand Prix,8,2019,Mercedes,MEDIUM,HAM,1.0,88.319,Qualifying,27.258333333333336,55.78333333333333,38.895833333333336,0.0,1.0,1.0,1.0,5.0,1.0,24.0,5.842,53,-0.0782083333333323,96.574625,-0.069906088751288,96.37054833161328,-0.0624467501191531,96.372727352274
2229,French Grand Prix,8,2019,Racing Point,HARD,PER,2.0,90.738,Qualifying,27.12058823529412,54.34411764705882,37.76176470588235,0.0,14.0,12.0,2.0,1.0,19.0,34.0,5.842,53,-0.1355185185185183,99.32122222222225,-0.0406348717948728,97.50748000000002,-0.0624467501191531,96.372727352274
2230,French Grand Prix,8,2019,Racing Point,HARD,STR,1.0,91.726,Qualifying,27.26410256410257,55.06153846153846,38.26410256410257,0.0,17.0,13.0,1.0,1.0,1.0,39.0,5.842,53,-0.1027606837606841,99.26028205128203,-0.0760758689839563,98.82582040998211,-0.0624467501191531,96.372727352274
2231,French Grand Prix,8,2019,Racing Point,MEDIUM,PER,1.0,90.738,Qualifying,27.194444444444443,55.94444444444444,39.37777777777777,0.0,14.0,12.0,1.0,1.0,1.0,18.0,5.842,53,-0.1355185185185183,99.32122222222225,-0.1937307692307686,99.90169230769226,-0.0624467501191531,96.372727352274
2232,French Grand Prix,8,2019,Racing Point,MEDIUM,STR,2.0,91.726,Qualifying,26.83076923076923,54.18461538461538,38.4,0.0,17.0,13.0,2.0,1.0,40.0,13.0,5.842,53,-0.1027606837606841,99.26028205128203,0.189255813953493,86.7995348837207,-0.0624467501191531,96.372727352274
2233,French Grand Prix,8,2019,Red Bull Racing,HARD,GAS,2.0,90.184,Qualifying,27.13142857142857,54.32857142857143,37.751428571428576,0.0,9.0,10.0,2.0,1.0,18.0,35.0,5.842,53,-0.127117647058825,99.2386862745098,-0.0545453574569674,98.30492260334216,0.0011737498429437,97.33088987309966
2234,French Grand Prix,8,2019,Red Bull Racing,HARD,VER,2.0,89.409,Qualifying,27.05454545454546,54.2,37.85757575757575,0.0,4.0,4.0,2.0,1.0,21.0,33.0,5.842,53,-0.0779333333333329,97.37879999999996,-0.0197511111111127,95.48076170940182,-0.03714823428404,96.89284215637198
2235,French Grand Prix,8,2019,Red Bull Racing,MEDIUM,VER,1.0,89.409,Qualifying,27.245,55.80499999999999,39.13,0.0,4.0,4.0,1.0,6.0,1.0,20.0,5.842,53,-0.0779333333333329,97.37879999999996,-0.0703054945054927,97.05785054945054,-0.0306894605394615,98.14348238428238
2236,French Grand Prix,8,2019,Red Bull Racing,SOFT,GAS,1.0,90.184,Qualifying,27.152941176470588,55.95294117647058,39.52941176470588,0.0,9.0,10.0,1.0,4.0,1.0,17.0,5.842,53,-0.127117647058825,99.2386862745098,-0.1174909090909082,99.07314545454544,-0.0306894605394615,98.14348238428238
2237,French Grand Prix,8,2019,Renault,HARD,HUL,1.0,90.544,Qualifying,27.24242424242424,55.29090909090909,38.448484848484846,0.0,13.0,8.0,1.0,1.0,1.0,33.0,5.842,53,-0.1004117647058825,99.21990196078434,-0.0821746031746037,98.80462698412704,-0.0306894605394615,98.14348238428238
2238,French Grand Prix,8,2019,Renault,HARD,HUL,2.0,90.544,Qualifying,27.6,55.4,36.7,0.0,13.0,8.0,2.0,1.0,34.0,1.0,5.842,53,-0.1004117647058825,99.21990196078434,-0.0223493589743613,96.22012820512836,-0.0306894605394615,98.14348238428238
2239,French Grand Prix,8,2019,Renault,HARD,RIC,2.0,89.918,Qualifying,27.14444444444444,54.352777777777774,37.75555555555556,0.0,8.0,11.0,2.0,1.0,17.0,36.0,5.842,53,-0.1228541666666667,99.31789583333338,-0.0709690749863165,98.49707115489872,-0.0466592169803389,97.35859968001354
2240,French Grand Prix,8,2019,Renault,MEDIUM,HUL,2.0,90.544,Qualifying,26.92777777777778,53.88333333333333,38.26111111111111,0.0,13.0,8.0,2.0,6.0,35.0,18.0,5.842,53,-0.1004117647058825,99.21990196078434,-0.0223493589743613,96.22012820512836,-0.0466592169803389,97.35859968001354
2241,French Grand Prix,8,2019,Renault,MEDIUM,RIC,1.0,89.918,Qualifying,27.1375,56.0,39.6375,0.0,8.0,11.0,1.0,5.0,1.0,16.0,5.842,53,-0.1228541666666667,99.31789583333338,-0.1440848484848494,99.22432121212118,-0.0466592169803389,97.35859968001354
2242,French Grand Prix,8,2019,Toro Rosso,HARD,ALB,2.0,90.461,Qualifying,27.037037037037035,53.977777777777774,37.84074074074074,0.0,11.0,15.0,2.0,1.0,26.0,27.0,5.842,53,-0.0990266666666662,99.27874666666668,-0.070598516949152,99.11475688559317,-0.0466592169803389,97.35859968001354
2243,French Grand Prix,8,2019,Toro Rosso,HARD,KVY,1.0,91.564,Qualifying,27.25,55.35625,38.45625,0.0,19.0,14.0,1.0,1.0,1.0,32.0,5.842,53,-0.0826874999999998,99.19839583333336,-0.0772530769230751,99.0681023076922,-0.0466592169803389,97.35859968001354
2244,French Grand Prix,8,2019,Toro Rosso,MEDIUM,ALB,1.0,90.461,Qualifying,27.248,55.856,38.868,0.0,11.0,15.0,1.0,1.0,1.0,25.0,5.842,53,-0.0990266666666662,99.27874666666668,-0.1273982456140341,99.7229666666666,-0.0466592169803389,97.35859968001354
2245,French Grand Prix,8,2019,Toro Rosso,MEDIUM,KVY,2.0,91.564,Qualifying,26.965000000000003,54.11,38.12500000000001,0.0,19.0,14.0,2.0,1.0,33.0,20.0,5.842,53,-0.0826874999999998,99.19839583333336,0.012828650391524,95.42118240442193,-0.0466592169803389,97.35859968001354
2246,French Grand Prix,8,2019,Williams,HARD,KUB,2.0,93.205,Qualifying,27.03333333333333,53.907407407407405,37.86296296296297,0.0,18.0,18.0,2.0,1.0,25.0,27.0,5.842,53,-0.1147361111111103,101.44720833333332,0.0197578969243559,97.42956400665004,8.873711623820328e-05,98.97650117277254
2247,French Grand Prix,8,2019,Williams,HARD,RUS,2.0,92.789,Qualifying,27.35,54.1125,36.9375,0.0,20.0,19.0,2.0,1.0,26.0,8.0,5.842,53,-0.0984126359205103,101.11843775778028,0.0197578969243559,97.42956400665004,8.873711623820328e-05,98.97650117277254
2248,French Grand Prix,8,2019,Williams,MEDIUM,KUB,1.0,93.205,Qualifying,27.2375,55.85416666666666,38.92083333333333,0.0,18.0,18.0,1.0,1.0,1.0,24.0,5.842,53,-0.1147361111111103,101.44720833333332,-0.0119112487100072,100.09411283109728,-0.0565465334459127,101.14955641554864
2249,French Grand Prix,8,2019,Williams,MEDIUM,RUS,1.0,92.789,Qualifying,27.22,55.812,38.904,0.0,20.0,19.0,1.0,1.0,1.0,25.0,5.842,53,-0.0984126359205103,101.11843775778028,-0.0800561403508749,100.65257192982448,-0.0459836945304411,100.37334238046088
2250,French Grand Prix,8,2019,Williams,MEDIUM,RUS,3.0,92.789,Qualifying,26.89444444444445,53.96666666666667,38.277777777777786,0.0,20.0,19.0,3.0,1.0,34.0,18.0,5.842,53,-0.0984126359205103,101.11843775778028,-0.0767166666666691,100.74681428571444,-0.0459836945304411,100.37334238046088
2251,German Grand Prix,11,2018,Ferrari,SOFT,RAI,2.0,71.547,Qualifying,27.346153846153847,43.08717948717949,49.2974358974359,0.0769230769230769,3.0,3.0,2.0,1.0,15.0,39.0,4.575,67,0.3310542789807038,75.1274027102666,0.025817196443796,77.40680550481056,-0.0459836945304411,100.37334238046088
2252,German Grand Prix,11,2018,Ferrari,SOFT,VET,2.0,71.212,Qualifying,27.457692307692312,43.107692307692304,48.376923076923084,0.0384615384615384,1.0,18.0,2.0,1.0,26.0,26.0,4.575,67,0.0064133333333338,77.93242666666671,0.0519000000000004,76.27716842105264,0.0388585982218982,76.8419869629316
2253,German Grand Prix,11,2018,Ferrari,ULTRASOFT,RAI,1.0,71.547,Qualifying,26.946153846153848,44.0,49.9076923076923,0.0,3.0,3.0,1.0,6.0,2.0,13.0,4.575,67,0.3310542789807038,75.1274027102666,0.0850238095238084,78.01482142857145,0.0388585982218982,76.8419869629316
2254,German Grand Prix,11,2018,Ferrari,ULTRASOFT,RAI,3.0,71.547,Qualifying,23.92142857142857,32.25000000000001,70.85714285714286,0.9285714285714286,3.0,3.0,3.0,1.0,54.0,14.0,4.575,67,0.3310542789807038,75.1274027102666,-0.1125714285714288,83.42657142857142,0.0388585982218982,76.8419869629316
2255,German Grand Prix,11,2018,Ferrari,ULTRASOFT,VET,1.0,71.212,Qualifying,27.19565217391304,44.31739130434782,49.23913043478261,0.0,1.0,18.0,1.0,7.0,3.0,23.0,4.575,67,0.0064133333333338,77.93242666666671,0.0223807017543863,78.1607877192982,0.0537022556390974,78.08780457393482
2256,German Grand Prix,11,2018,Force India,SOFT,OCO,2.0,73.72,Qualifying,26.109523809523807,38.740476190476194,57.14999999999999,0.4047619047619047,15.0,8.0,2.0,1.0,26.0,42.0,4.575,67,-0.0695999999999995,81.03046666666668,-0.0347370706671928,80.88070553691276,0.0537022556390974,78.08780457393482
2257,German Grand Prix,11,2018,Force India,SOFT,PER,2.0,72.774,Qualifying,26.191111111111105,39.15111111111111,56.644444444444446,0.3777777777777777,10.0,7.0,2.0,1.0,23.0,45.0,4.575,67,-0.0446363636363643,80.48690909090911,0.1413776653909237,75.61481670311645,0.0533202973618654,78.2477611200146
2258,German Grand Prix,11,2018,Force India,ULTRASOFT,OCO,1.0,73.72,Qualifying,27.1625,44.35,49.35416666666666,0.0,15.0,8.0,1.0,3.0,2.0,24.0,4.575,67,-0.0695999999999995,81.03046666666668,0.000151960784312,80.66270588235295,0.0533202973618654,78.2477611200146
2259,German Grand Prix,11,2018,Force India,ULTRASOFT,PER,1.0,72.774,Qualifying,27.14761904761905,44.24761904761904,49.39523809523809,0.0,10.0,7.0,1.0,6.0,2.0,21.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0278367647058804,80.47193529411764,-0.0138424019607842,80.5673205882353
2260,German Grand Prix,11,2018,Haas F1 Team,INTERMEDIATE,GRO,3.0,72.544,Qualifying,24.875,31.9,67.95,1.0,6.0,6.0,3.0,1.0,52.0,4.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0278367647058804,80.47193529411764,-0.0138424019607842,80.5673205882353
2261,German Grand Prix,11,2018,Haas F1 Team,INTERMEDIATE,MAG,3.0,72.2,Qualifying,24.875,31.9,67.975,1.0,5.0,11.0,3.0,1.0,52.0,4.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0278367647058804,80.47193529411764,-0.0138424019607842,80.5673205882353
2262,German Grand Prix,11,2018,Haas F1 Team,MEDIUM,GRO,2.0,72.544,Qualifying,27.379999999999995,43.04,48.94666666666667,0.0666666666666666,6.0,6.0,2.0,1.0,22.0,30.0,4.575,67,-0.0446363636363643,80.48690909090911,0.0372422360248456,78.00671880293619,-0.0138424019607842,80.5673205882353
2263,German Grand Prix,11,2018,Haas F1 Team,MEDIUM,MAG,2.0,72.2,Qualifying,27.367741935483867,43.10322580645161,48.95483870967742,0.064516129032258,5.0,11.0,2.0,1.0,21.0,31.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0558220779220776,81.26452207792202,-0.0092899209486159,79.63562044042911
2264,German Grand Prix,11,2018,Haas F1 Team,ULTRASOFT,GRO,1.0,72.544,Qualifying,27.15,44.21999999999999,49.4,0.0,6.0,6.0,1.0,7.0,2.0,20.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0513785714285734,81.00663095238099,-0.0092899209486159,79.63562044042911
2265,German Grand Prix,11,2018,Haas F1 Team,ULTRASOFT,GRO,4.0,72.544,Qualifying,23.758333333333336,32.37500000000001,71.36666666666666,0.9166666666666666,6.0,6.0,4.0,3.0,56.0,12.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.1649285714285673,88.28257142857115,-0.0092899209486159,79.63562044042911
2266,German Grand Prix,11,2018,Haas F1 Team,ULTRASOFT,MAG,1.0,72.2,Qualifying,27.14736842105263,44.18947368421052,49.43157894736842,0.0,5.0,11.0,1.0,7.0,2.0,19.0,4.575,67,-0.0446363636363643,80.48690909090911,0.0104461538461565,79.94152967032964,-0.0204662087912084,80.47408031135532
2267,German Grand Prix,11,2018,Haas F1 Team,ULTRASOFT,MAG,4.0,72.2,Qualifying,23.750000000000004,32.44166666666667,71.44999999999999,0.9166666666666666,5.0,11.0,4.0,3.0,56.0,12.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0875714285714269,83.51657142857131,-0.1262499999999971,85.89957142857122
2268,German Grand Prix,11,2018,McLaren,INTERMEDIATE,ALO,3.0,73.614,Qualifying,27.75,42.8,47.25,0.0,11.0,16.0,3.0,1.0,44.0,4.0,4.575,67,-0.0446363636363643,80.48690909090911,-0.0875714285714269,83.51657142857131,-0.1262499999999971,85.89957142857122
2269,German Grand Prix,11,2018,McLaren,MEDIUM,ALO,2.0,73.614,Qualifying,27.4,42.91666666666666,48.16666666666666,0.0,11.0,16.0,2.0,1.0,32.0,12.0,4.575,67,-0.022923571532954,80.85180198743245,-0.0644069767441893,82.84130232558152,-0.1262499999999971,85.89957142857122
2270,German Grand Prix,11,2018,McLaren,MEDIUM,VAN,2.0,74.401,Qualifying,27.2304347826087,41.64347826086957,50.49565217391305,0.1739130434782608,19.0,13.0,2.0,1.0,30.0,23.0,4.575,67,-0.0480380889475998,81.71406964626445,0.07633116883117,76.78084415584412,0.0059620960434903,79.81107324071283
2271,German Grand Prix,11,2018,McLaren,SOFT,ALO,1.0,73.614,Qualifying,27.223333333333336,44.36333333333332,49.14333333333333,0.0,11.0,16.0,1.0,3.0,2.0,30.0,4.575,67,-0.022923571532954,80.85180198743245,-0.0270053846153827,80.82160615384609,0.0059620960434903,79.81107324071283
2272,German Grand Prix,11,2018,McLaren,SOFT,ALO,4.0,73.614,Qualifying,24.50555555555556,33.22777777777779,67.97222222222223,0.8888888888888888,11.0,16.0,4.0,4.0,48.0,18.0,4.575,67,-0.022923571532954,80.85180198743245,1.058999999999996,14.09666666666687,0.0059620960434903,79.81107324071283
2273,German Grand Prix,11,2018,McLaren,SOFT,VAN,1.0,74.401,Qualifying,27.2,44.31071428571428,49.21071428571429,0.0,19.0,13.0,1.0,3.0,2.0,28.0,4.575,67,-0.0480380889475998,81.71406964626445,-0.0129960474308281,81.2826798418972,-0.0200007160231054,81.05214299787164
2274,German Grand Prix,11,2018,McLaren,ULTRASOFT,VAN,3.0,74.401,Qualifying,23.90666666666668,32.25333333333334,71.00666666666666,1.0,19.0,13.0,3.0,1.0,53.0,15.0,4.575,67,-0.0480380889475998,81.71406964626445,-0.1335714285714231,86.5654285714282,-0.0200007160231054,81.05214299787164
2275,German Grand Prix,11,2018,Mercedes,SOFT,BOT,2.0,71.416,Qualifying,27.3875,42.5875,48.99583333333334,0.0833333333333333,2.0,2.0,2.0,1.0,29.0,24.0,4.575,67,0.2910908013276445,74.56038707128181,0.0798865280289319,74.79889963833638,-0.0200007160231054,81.05214299787164
2276,German Grand Prix,11,2018,Mercedes,SOFT,HAM,1.0,73.012,Qualifying,27.258536585365857,43.97560975609756,48.91463414634146,0.0,14.0,1.0,1.0,3.0,2.0,41.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.0473873873873881,79.56155105105107,-0.0200007160231054,81.05214299787164
2277,German Grand Prix,11,2018,Mercedes,ULTRASOFT,BOT,1.0,71.416,Qualifying,27.207407407407405,44.355555555555554,49.22592592592592,0.0,2.0,2.0,1.0,6.0,2.0,27.0,4.575,67,0.2910908013276445,74.56038707128181,0.0190073404856017,78.36721174477698,-0.0200007160231054,81.05214299787164
2278,German Grand Prix,11,2018,Mercedes,ULTRASOFT,BOT,3.0,71.416,Qualifying,24.020000000000003,32.27333333333333,70.50666666666667,0.9333333333333332,2.0,2.0,3.0,1.0,53.0,15.0,4.575,67,0.2910908013276445,74.56038707128181,-0.1286785714285666,84.27321428571396,-0.0200007160231054,81.05214299787164
2279,German Grand Prix,11,2018,Mercedes,ULTRASOFT,HAM,2.0,73.012,Qualifying,25.372000000000003,35.988,62.284000000000006,0.64,14.0,1.0,2.0,1.0,43.0,25.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.8631405082212247,132.25941973094166,-0.0200007160231054,81.05214299787164
2280,German Grand Prix,11,2018,Red Bull Racing,INTERMEDIATE,VER,3.0,71.822,Qualifying,27.75,41.85,47.75,0.0,4.0,4.0,3.0,1.0,47.0,2.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.8631405082212247,132.25941973094166,-0.0200007160231054,81.05214299787164
2281,German Grand Prix,11,2018,Red Bull Racing,INTERMEDIATE,VER,4.0,71.822,Qualifying,27.133333333333336,40.06666666666667,52.4,0.3333333333333333,4.0,4.0,4.0,1.0,49.0,3.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.2203571428571435,90.20171428571432,-0.0200007160231054,81.05214299787164
2282,German Grand Prix,11,2018,Red Bull Racing,MEDIUM,RIC,1.0,73.318,Qualifying,27.196153846153848,44.31153846153846,49.23461538461539,0.0,20.0,20.0,1.0,3.0,2.0,26.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.0820649350649332,80.84880519480521,-0.0200007160231054,81.05214299787164
2283,German Grand Prix,11,2018,Red Bull Racing,SOFT,VER,2.0,71.822,Qualifying,27.458823529411767,43.28235294117647,48.04117647058824,0.0,4.0,4.0,2.0,1.0,30.0,17.0,4.575,67,-0.0488095238095235,80.17709523809526,0.0272909090909097,76.48149090909088,-0.0200007160231054,81.05214299787164
2284,German Grand Prix,11,2018,Red Bull Racing,ULTRASOFT,VER,1.0,71.822,Qualifying,27.203571428571426,44.31785714285714,49.207142857142856,0.0,4.0,4.0,1.0,6.0,2.0,28.0,4.575,67,-0.0488095238095235,80.17709523809526,0.0135276679841906,78.58760671936757,-0.0200007160231054,81.05214299787164
2285,German Grand Prix,11,2018,Red Bull Racing,ULTRASOFT,VER,4.0,71.822,Qualifying,24.09375,32.349999999999994,70.2875,0.9375,4.0,4.0,4.0,7.0,52.0,16.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.2203571428571435,90.20171428571432,-0.0200007160231054,81.05214299787164
2286,German Grand Prix,11,2018,Renault,INTERMEDIATE,HUL,3.0,72.56,Qualifying,24.925,31.95,67.75,1.0,7.0,5.0,3.0,1.0,52.0,4.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.2203571428571435,90.20171428571432,-0.0200007160231054,81.05214299787164
2287,German Grand Prix,11,2018,Renault,INTERMEDIATE,SAI,3.0,72.692,Qualifying,24.883333333333336,32.25000000000001,67.7,1.0,8.0,12.0,3.0,1.0,51.0,6.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.2203571428571435,90.20171428571432,-0.0200007160231054,81.05214299787164
2288,German Grand Prix,11,2018,Renault,MEDIUM,HUL,2.0,72.56,Qualifying,27.3969696969697,43.25151515151516,48.84242424242424,0.0606060606060606,7.0,5.0,2.0,1.0,19.0,33.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.0041753846153851,79.67972307692307,-0.0200007160231054,81.05214299787164
2289,German Grand Prix,11,2018,Renault,MEDIUM,SAI,2.0,72.692,Qualifying,27.436666666666667,43.35666666666668,48.44000000000001,0.0333333333333333,8.0,12.0,2.0,1.0,21.0,30.0,4.575,67,-0.0488095238095235,80.17709523809526,0.0437664486340897,78.09099846094652,0.0197955320093522,78.88536076893479
2290,German Grand Prix,11,2018,Renault,ULTRASOFT,HUL,1.0,72.56,Qualifying,27.08823529411765,44.10588235294117,49.588235294117645,0.0,7.0,5.0,1.0,6.0,2.0,17.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.016569930069932,80.37483100233104,0.0197955320093522,78.88536076893479
2291,German Grand Prix,11,2018,Renault,ULTRASOFT,HUL,4.0,72.56,Qualifying,23.758333333333336,32.37500000000001,71.36666666666666,0.9166666666666666,7.0,5.0,4.0,4.0,56.0,12.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.0851999999999952,83.48399999999971,0.0197955320093522,78.88536076893479
2292,German Grand Prix,11,2018,Renault,ULTRASOFT,SAI,1.0,72.692,Qualifying,27.13684210526316,44.210526315789465,49.45263157894737,0.0,8.0,12.0,1.0,6.0,2.0,19.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.0210153846153809,80.72437582417582,-0.0187926573426565,80.54960341325344
2293,German Grand Prix,11,2018,Renault,ULTRASOFT,SAI,4.0,72.692,Qualifying,23.7,32.51818181818182,71.5,0.9090909090909092,8.0,12.0,4.0,4.0,57.0,11.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.1219428571428611,85.68676190476221,-0.1035714285714282,84.58538095238096
2294,German Grand Prix,11,2018,Sauber,INTERMEDIATE,LEC,3.0,72.717,Qualifying,27.866666666666664,42.93333333333334,46.86666666666667,0.0,9.0,15.0,3.0,1.0,44.0,3.0,4.575,67,-0.0488095238095235,80.17709523809526,-0.1219428571428611,85.68676190476221,-0.1035714285714282,84.58538095238096
2295,German Grand Prix,11,2018,Sauber,SOFT,ERI,1.0,73.562,Qualifying,27.24054054054054,44.19459459459458,49.02432432432432,0.0,13.0,9.0,1.0,3.0,2.0,37.0,4.575,67,-0.0376666666666664,80.61633333333334,-0.0054869868035195,80.69083999266861,-0.1035714285714282,84.58538095238096
2296,German Grand Prix,11,2018,Sauber,SOFT,LEC,2.0,72.717,Qualifying,27.391304347826093,43.7608695652174,48.391304347826086,0.0,9.0,15.0,2.0,1.0,21.0,23.0,4.575,67,-0.0376666666666664,80.61633333333334,-0.0601911764705886,81.25111764705885,-0.1035714285714282,84.58538095238096
2297,German Grand Prix,11,2018,Sauber,ULTRASOFT,ERI,2.0,73.562,Qualifying,25.555172413793105,36.46896551724138,61.06551724137931,0.5862068965517241,13.0,9.0,2.0,1.0,39.0,29.0,4.575,67,-0.0376666666666664,80.61633333333334,-0.0684832763490407,82.79490590159061,-0.1035714285714282,84.58538095238096
2298,German Grand Prix,11,2018,Sauber,ULTRASOFT,LEC,1.0,72.717,Qualifying,27.13157894736842,44.210526315789465,49.484210526315785,0.0,9.0,15.0,1.0,6.0,2.0,19.0,4.575,67,-0.0376666666666664,80.61633333333334,-0.0340395604395592,80.91284395604397,-0.1035714285714282,84.58538095238096
2299,German Grand Prix,11,2018,Sauber,ULTRASOFT,LEC,4.0,72.717,Qualifying,24.610000000000003,33.730000000000004,67.22,0.85,9.0,15.0,4.0,8.0,47.0,20.0,4.575,67,-0.0376666666666664,80.61633333333334,-0.2498857142857102,93.77863809523784,-0.1035714285714282,84.58538095238096
